Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction_v2
0,1,49,1,1,1450,2,5,5,5,2,3,3,2,2,2,2,4,2,1,14,5.0,0
0,1,33,1,2,1233,4,3,4,3,4,4,4,4,3,1,3,1,4,4,0,0.0,0
1,0,36,1,2,2313,2,2,2,1,3,2,3,3,4,3,2,3,2,3,12,14.0,0
0,1,58,1,1,2654,5,5,5,5,3,4,4,4,4,4,4,5,4,4,1,2.0,1
1,1,42,0,2,624,4,2,2,2,4,4,4,4,1,2,4,3,5,4,0,0.0,1
0,1,14,0,2,2971,2,5,2,1,1,2,1,1,5,2,5,3,4,1,16,7.0,0
1,0,24,1,2,2902,3,3,3,2,5,3,4,5,4,4,2,4,2,5,6,6.0,0
0,1,43,0,1,849,1,2,1,3,2,3,3,2,2,1,2,3,2,1,0,0.0,0
0,1,29,0,2,1691,0,4,0,2,4,0,4,4,4,2,5,4,5,4,0,0.0,1
1,1,52,1,2,619,5,4,4,4,4,4,3,5,5,5,5,1,5,3,0,1.0,1
0,1,28,1,3,2219,1,4,4,4,1,1,1,1,1,4,4,4,3,1,0,36.0,0
0,0,20,1,1,1639,0,4,0,2,1,0,5,1,3,3,4,5,5,1,0,0.0,1
1,1,31,1,1,2603,4,4,4,4,4,4,4,4,3,4,4,3,4,4,0,0.0,1
1,0,22,1,2,2187,1,0,1,4,1,2,2,3,4,5,5,2,5,2,116,150.0,0
1,1,46,0,2,892,1,1,1,1,2,5,5,3,3,3,3,2,3,3,10,16.0,1
0,1,45,1,3,2097,5,2,2,2,5,5,5,5,2,4,1,3,3,5,42,9.0,1
0,1,47,1,1,1640,5,5,1,5,4,4,5,4,4,4,4,3,4,5,127,126.0,1
0,1,44,1,1,2210,1,5,4,4,4,3,4,2,2,1,1,1,2,2,1,0.0,0
1,1,48,1,1,2449,2,2,2,2,2,4,5,4,4,4,4,5,4,3,5,11.0,1
1,1,32,0,2,1965,4,2,3,2,4,4,4,4,4,5,4,2,3,4,0,0.0,1
0,1,46,0,3,1203,1,4,1,3,1,1,1,1,5,4,4,3,5,1,22,34.0,0
1,1,39,0,2,2452,3,3,3,3,4,5,4,5,5,5,5,4,5,4,88,78.0,1
0,1,58,0,2,1813,4,2,4,3,3,4,3,3,2,3,4,4,3,3,0,0.0,0
1,1,61,1,2,84,4,2,2,2,2,1,1,3,3,4,3,2,3,1,0,0.0,1
1,1,53,1,2,1657,3,3,4,3,1,3,4,3,3,3,3,4,3,4,0,0.0,0
1,1,44,0,2,323,4,4,2,1,2,2,2,3,3,2,3,4,3,2,0,0.0,0
0,0,74,1,1,1634,2,2,2,1,2,2,1,2,1,1,2,4,2,2,0,0.0,0
1,0,23,1,1,1926,0,4,1,4,3,1,3,3,5,4,5,4,5,3,122,110.0,1
1,0,36,1,2,2480,2,2,2,4,2,2,5,2,3,3,4,1,4,2,0,9.0,0
1,1,38,0,2,2257,4,1,4,3,1,4,1,1,4,2,3,4,3,1,18,0.0,0
0,1,51,1,3,2797,2,4,1,4,2,2,2,2,1,2,4,4,3,2,5,0.0,0
0,1,47,1,1,3799,5,5,5,5,2,5,5,4,4,4,4,3,4,4,50,52.0,1
0,1,13,0,2,1391,3,2,3,3,4,3,5,4,1,4,3,3,4,4,0,0.0,0
0,1,42,1,1,3491,4,4,5,4,4,4,4,4,4,4,4,4,4,5,0,0.0,1
1,1,38,1,3,1960,3,2,2,2,3,3,3,3,1,5,4,5,4,3,15,0.0,1
1,1,60,1,1,3999,2,5,1,5,1,3,4,2,2,2,2,1,2,3,8,1.0,0
1,1,20,0,2,3675,5,5,5,5,3,3,3,4,4,4,4,2,4,4,0,0.0,1
1,1,40,1,1,2216,4,3,3,3,3,3,4,4,4,4,4,1,4,1,55,44.0,0
1,1,36,0,3,2293,1,1,1,3,1,3,3,1,1,3,4,3,3,3,155,138.0,0
1,1,47,1,1,3665,0,0,0,2,4,4,4,2,2,2,2,4,2,5,6,44.0,1
1,1,9,1,1,3947,4,4,4,4,4,4,4,4,5,5,4,4,4,4,0,0.0,1
1,0,22,1,2,1858,3,3,3,4,4,3,2,4,3,5,4,3,3,4,0,0.0,0
0,1,60,1,1,3618,5,5,5,5,3,5,5,5,5,5,5,4,5,4,0,20.0,1
1,1,25,1,3,2383,5,4,4,4,5,4,3,5,3,5,1,2,3,5,1,0.0,1
1,0,14,1,2,2071,1,1,1,4,3,1,3,3,2,5,4,2,4,3,61,33.0,0
0,0,23,1,2,1735,2,2,2,4,4,2,4,4,4,5,4,3,3,4,0,12.0,0
1,1,27,0,2,1419,5,4,5,3,5,4,4,4,4,5,5,5,4,5,104,126.0,1
1,1,33,0,2,1981,4,4,4,4,2,2,2,2,3,3,5,4,5,2,0,2.0,1
0,0,27,1,2,1341,1,1,1,1,1,1,1,1,4,4,2,3,2,1,18,22.0,0
1,1,49,1,1,272,2,2,2,2,4,2,1,5,5,5,5,3,5,5,0,0.0,1
0,0,30,1,1,4380,2,2,2,4,2,3,3,3,1,5,2,3,5,3,21,57.0,0
0,1,42,1,2,2064,4,3,3,3,4,4,4,4,2,1,5,2,1,4,0,0.0,1
0,1,26,1,1,3878,2,2,2,2,2,2,2,4,5,3,5,2,2,2,0,22.0,1
0,1,29,0,2,1897,1,4,1,4,1,1,1,1,3,3,3,4,3,1,0,0.0,0
0,1,53,0,2,2428,2,4,2,4,2,2,2,2,4,4,4,5,5,2,0,0.0,0
1,1,55,1,2,232,4,4,5,5,5,3,4,4,4,4,4,4,4,2,0,0.0,1
1,1,54,1,2,929,4,2,2,2,2,2,5,5,5,4,5,2,5,4,0,19.0,1
1,1,43,1,1,1057,4,4,4,4,2,4,4,4,4,4,4,4,4,3,0,0.0,1
1,0,25,1,2,1866,4,4,4,1,3,4,3,3,1,5,5,4,2,3,0,0.0,1
0,1,50,1,1,1277,3,4,2,4,4,3,3,3,3,3,3,4,3,4,4,2.0,0
0,1,16,0,2,1340,4,2,4,4,4,4,3,4,2,2,4,2,3,4,0,0.0,1
0,1,22,1,1,1665,5,5,5,5,5,5,5,5,2,5,3,3,5,5,0,0.0,1
1,0,32,1,2,1775,3,0,3,4,3,3,3,3,1,5,5,4,4,3,2,3.0,0
0,1,68,0,2,1990,3,4,3,5,4,3,4,4,5,2,4,4,5,4,7,0.0,0
1,1,48,1,2,2267,3,1,3,3,3,3,3,3,2,4,4,3,1,3,116,162.0,0
0,1,29,1,1,3764,3,3,5,3,5,5,5,5,5,2,5,4,5,5,33,31.0,1
0,1,38,1,3,2409,5,1,1,1,5,5,5,5,3,4,4,1,2,5,44,53.0,1
1,1,59,0,2,419,5,4,5,3,5,4,5,5,5,5,5,3,5,4,19,11.0,1
0,1,41,1,1,4059,3,3,3,3,4,4,4,5,4,4,5,4,5,4,139,151.0,1
1,1,53,1,1,3666,3,1,1,1,2,3,4,3,3,3,3,3,3,2,24,10.0,0
1,0,37,1,1,1597,4,4,4,3,3,4,3,3,4,2,4,5,4,3,0,0.0,0
1,1,45,1,1,632,1,2,5,2,3,4,3,1,1,1,1,3,1,4,20,27.0,0
0,1,43,0,2,2697,1,3,1,2,3,1,3,3,2,2,3,3,2,3,34,19.0,0
1,1,46,1,1,675,3,4,4,4,1,4,3,3,3,3,3,2,3,1,0,15.0,0
0,1,10,0,2,1850,3,5,3,3,2,3,2,2,3,2,4,4,4,2,51,46.0,0
1,1,38,1,3,1721,5,5,5,5,5,5,5,5,2,2,5,1,1,5,44,65.0,1
1,0,26,1,2,1926,1,1,1,4,1,1,1,1,4,4,3,4,3,1,5,0.0,0
1,1,57,1,1,3181,1,1,1,1,5,5,5,4,4,4,4,4,4,3,0,0.0,1
1,0,35,1,2,2103,3,3,3,2,1,3,1,1,1,5,3,5,1,1,0,0.0,0
0,1,14,0,2,2409,3,5,3,3,2,3,2,2,5,5,5,5,5,2,0,0.0,0
0,1,60,0,1,233,2,2,2,3,5,4,3,1,1,2,1,1,1,1,0,0.0,0
1,1,13,0,1,4225,4,3,4,4,2,4,2,2,5,1,5,1,1,2,0,0.0,0
1,1,65,0,2,888,2,2,2,2,4,4,5,5,5,5,5,4,5,3,1,0.0,1
0,1,43,1,1,1611,3,3,3,3,5,4,4,5,5,5,5,4,5,3,0,0.0,1
1,1,55,0,1,1031,4,4,4,2,4,4,4,4,4,4,4,4,4,5,0,1.0,0
0,1,41,1,1,1675,2,2,2,2,3,5,5,4,4,4,4,5,4,4,2,0.0,1
1,1,22,1,1,4466,3,3,3,3,3,3,3,3,1,4,3,2,5,3,0,0.0,1
0,1,38,0,1,1848,1,5,1,4,2,5,5,5,5,1,5,4,5,5,0,0.0,0
0,1,29,0,1,2744,0,4,1,2,2,1,1,2,4,2,3,3,5,2,15,3.0,1
1,1,16,1,1,3700,2,2,2,2,4,4,4,4,3,4,1,1,3,4,0,0.0,1
1,1,29,1,1,2477,1,1,1,1,5,5,5,5,2,5,5,5,5,5,4,8.0,1
0,1,26,0,2,1616,3,3,3,2,4,3,4,4,3,3,3,5,4,4,0,0.0,0
0,1,52,1,1,4048,2,2,5,2,5,4,5,4,4,4,4,5,4,5,0,0.0,1
0,1,54,1,1,1821,3,3,3,3,5,4,2,4,4,4,4,2,4,4,60,55.0,1
0,1,36,1,2,1885,4,2,2,2,4,4,4,4,5,4,4,4,5,4,0,0.0,1
0,1,54,1,1,1928,4,4,4,4,3,5,5,5,5,5,5,3,5,5,0,0.0,1
0,1,49,0,2,1287,3,0,3,5,5,3,5,5,3,3,5,1,5,5,0,0.0,0
1,1,47,1,1,2357,3,3,3,3,5,4,5,5,5,5,5,5,5,5,0,2.0,1
0,1,45,1,1,2994,4,4,4,4,4,4,4,4,4,4,4,2,4,1,5,8.0,0
1,1,54,0,3,1050,4,3,4,4,2,3,3,5,5,4,5,3,5,2,0,0.0,1
1,1,47,1,1,2119,2,4,4,4,3,2,3,2,4,3,2,3,1,3,195,200.0,0
1,1,67,0,3,636,5,5,5,5,5,5,5,5,5,5,5,2,5,5,0,0.0,1
1,0,22,1,1,1765,1,1,1,3,1,1,1,1,4,4,2,1,3,1,0,0.0,0
0,0,23,1,2,2688,0,0,0,3,5,0,5,5,5,4,5,4,4,5,42,33.0,1
1,1,30,1,1,1838,3,3,3,3,2,2,2,2,5,4,5,5,4,2,0,6.0,1
1,1,58,1,1,2841,2,3,2,2,5,5,5,5,5,4,5,4,5,5,5,0.0,1
0,1,23,1,1,3045,2,2,2,2,4,4,4,4,5,5,4,3,5,4,0,0.0,1
0,1,26,1,1,3169,5,5,5,5,5,5,4,5,4,2,4,3,5,5,0,0.0,1
0,0,21,1,2,1750,2,0,2,1,4,2,4,4,5,5,4,2,4,4,0,0.0,0
0,1,15,1,1,1458,5,5,5,5,5,5,5,5,4,1,3,1,4,5,0,0.0,1
1,1,20,0,2,3264,2,2,5,2,3,4,4,5,5,5,5,5,5,5,0,0.0,1
0,1,47,1,1,3209,0,0,0,1,2,4,5,4,4,2,2,5,4,5,0,100.0,1
0,1,60,0,2,2210,1,3,0,2,4,0,4,4,2,4,1,1,1,4,0,0.0,0
1,0,29,1,1,2647,0,0,0,1,3,0,3,3,3,2,4,3,4,3,0,0.0,1
0,1,28,0,2,2181,5,4,5,5,5,5,5,5,5,4,4,5,5,5,19,1.0,1
0,0,22,1,2,1945,4,0,4,5,2,4,2,2,5,4,5,5,5,2,0,6.0,1
0,0,27,1,1,2137,2,2,2,2,1,2,1,1,3,5,5,5,4,1,16,11.0,0
1,1,33,1,1,1385,1,1,1,1,4,2,5,4,4,5,4,2,4,5,0,0.0,1
0,1,54,1,1,3579,4,4,4,4,2,5,4,4,4,4,4,4,4,5,0,0.0,1
0,1,41,0,3,1894,1,5,1,1,5,1,5,5,5,2,5,3,5,5,0,0.0,0
0,1,56,0,1,57,1,0,1,3,4,4,5,3,3,1,3,3,3,4,5,2.0,0
1,1,47,0,2,792,3,5,3,4,2,3,5,2,2,3,2,5,2,5,8,0.0,0
1,1,54,0,2,1051,4,4,4,4,3,4,4,4,4,4,4,4,4,5,28,25.0,1
1,1,43,1,1,2612,4,4,4,4,4,4,2,5,5,5,3,1,5,5,0,0.0,1
1,1,64,0,2,90,1,1,1,1,4,4,1,5,5,5,5,5,5,1,0,0.0,1
1,1,40,1,1,1695,5,5,5,5,3,3,4,4,4,4,4,3,4,4,0,0.0,1
1,1,36,1,1,1154,3,3,3,3,1,1,4,5,5,5,5,2,5,1,0,0.0,1
0,1,28,1,2,2020,2,1,1,1,2,2,2,2,4,3,1,3,1,2,0,0.0,0
1,1,58,0,2,1222,4,5,5,5,5,4,5,4,4,4,4,4,4,4,0,0.0,1
1,1,31,1,1,3963,2,3,3,3,2,2,2,2,3,2,4,4,4,2,0,0.0,0
1,1,43,1,1,3628,4,2,4,4,5,4,4,4,4,3,4,3,4,5,0,0.0,1
0,1,53,1,2,1598,3,3,3,3,2,3,2,2,3,1,4,4,4,2,0,3.0,0
1,1,7,0,2,1445,3,3,3,3,3,4,5,4,4,4,4,4,4,3,0,0.0,1
1,1,32,1,1,3722,4,4,5,4,5,5,5,5,5,5,4,3,4,5,0,26.0,1
0,1,21,1,1,3142,2,2,2,2,2,2,2,2,4,1,3,1,4,2,0,0.0,0
0,1,34,1,1,1745,2,2,2,2,5,4,5,4,4,4,4,3,4,5,1,0.0,1
1,1,47,1,1,866,1,1,1,1,3,5,5,5,5,5,5,4,5,4,28,27.0,1
0,1,45,1,2,1671,4,5,5,5,4,4,4,4,5,5,2,1,4,4,0,9.0,1
1,0,28,1,2,2046,1,3,1,4,5,1,5,5,5,1,2,1,4,5,14,20.0,0
1,0,64,1,2,2254,4,2,4,4,4,4,4,4,3,2,4,3,3,4,0,4.0,0
1,1,33,1,2,1287,3,2,2,2,3,3,3,3,3,2,1,1,1,3,62,80.0,0
0,1,58,0,2,2162,3,5,3,5,1,3,5,1,5,2,4,4,4,1,0,0.0,0
1,1,50,1,1,3780,2,2,2,2,5,4,4,2,2,2,2,3,2,5,35,25.0,1
0,0,23,1,2,1717,2,1,1,2,5,1,5,5,1,2,1,5,5,5,3,10.0,0
1,1,24,0,2,1302,4,2,4,4,3,4,5,3,1,1,3,4,3,3,0,0.0,1
0,0,24,1,2,2081,5,5,5,1,3,5,5,3,2,4,5,1,1,3,0,0.0,1
1,1,51,1,2,423,3,3,3,3,1,3,2,3,3,3,3,4,3,3,0,14.0,0
1,1,29,1,1,1816,1,1,1,1,5,5,5,5,5,1,4,3,3,5,0,0.0,1
0,1,24,0,2,1534,2,3,2,4,4,2,4,4,4,2,4,4,3,4,17,5.0,0
0,0,24,1,1,2290,5,0,5,3,3,5,3,3,5,1,3,5,5,3,56,42.0,1
1,1,67,0,2,1028,1,1,1,1,3,4,4,4,4,4,4,5,4,3,119,104.0,1
1,1,52,1,1,82,3,3,5,3,2,5,4,4,4,4,5,5,4,4,116,119.0,1
0,1,23,0,2,1584,2,4,2,4,1,2,1,1,1,2,4,1,3,1,1,0.0,0
1,1,21,0,2,2071,4,4,4,4,2,4,5,4,4,5,4,4,4,4,0,0.0,1
0,1,38,0,3,1228,1,3,0,2,2,0,2,2,2,2,2,3,2,2,0,0.0,0
0,0,30,1,1,2157,3,3,3,2,5,3,3,5,3,2,5,3,5,5,2,8.0,0
0,0,34,1,2,2122,2,0,2,4,1,2,1,1,2,2,2,4,3,1,0,0.0,0
1,1,54,1,1,1610,2,2,2,2,4,4,4,4,4,4,4,4,4,4,0,8.0,1
0,1,19,0,2,1256,1,5,1,2,4,1,4,4,3,2,4,4,4,4,40,57.0,0
0,1,66,1,1,3520,2,2,4,2,3,3,3,2,2,2,2,3,2,3,3,0.0,0
0,1,34,0,2,2765,1,4,1,1,1,1,1,1,3,3,4,3,4,1,4,2.0,0
1,1,46,1,1,2118,4,4,4,4,3,5,5,5,5,5,5,4,5,5,8,0.0,1
0,1,70,0,2,1849,3,0,3,2,5,3,5,5,3,3,4,2,2,5,3,0.0,0
1,0,62,1,2,1650,2,4,2,4,5,2,5,5,3,2,3,1,4,5,2,0.0,0
0,1,51,1,2,1475,4,1,1,1,4,4,4,4,1,3,5,2,3,4,0,0.0,1
1,1,30,1,3,4228,1,2,2,2,1,1,1,3,5,4,4,1,3,1,0,6.0,0
1,1,34,0,2,2222,4,5,4,4,2,4,2,2,4,4,5,3,5,2,0,0.0,0
1,1,60,1,1,499,5,5,5,5,4,5,5,4,4,4,4,4,4,4,0,0.0,1
1,1,28,1,2,2276,4,3,3,3,4,4,4,4,4,3,4,3,3,4,0,0.0,0
1,1,51,0,2,123,2,2,2,2,2,2,2,2,5,4,4,5,5,2,6,0.0,1
0,1,64,0,2,2330,2,5,2,4,2,2,2,2,3,3,4,3,5,2,5,23.0,0
0,1,16,0,2,1337,3,1,3,4,3,3,3,3,4,5,4,1,3,3,0,0.0,0
1,0,39,1,1,1777,3,3,3,4,3,3,3,3,2,3,1,5,2,3,9,6.0,0
1,1,15,0,2,3008,1,1,1,1,2,1,2,5,5,5,5,5,5,1,16,25.0,1
0,0,25,1,1,1469,2,0,2,2,3,2,3,3,3,5,5,4,5,3,64,55.0,0
1,1,53,1,1,2741,3,1,1,1,5,2,4,3,3,3,3,2,3,3,4,6.0,0
0,1,40,1,1,2636,3,3,3,3,5,5,4,4,4,4,4,3,4,5,25,23.0,1
1,1,43,1,2,286,2,3,3,3,5,4,3,2,2,2,2,3,2,2,0,0.0,0
1,1,50,1,1,3839,4,1,1,1,2,4,3,2,2,2,4,1,2,1,2,2.0,0
1,1,28,1,1,3025,5,5,5,5,3,4,3,3,4,1,1,4,3,3,0,0.0,1
0,0,24,1,2,1212,0,5,0,4,3,0,3,3,2,3,4,1,3,3,0,0.0,1
1,1,33,1,1,1614,4,4,4,4,3,4,5,5,5,5,5,5,5,5,0,1.0,1
1,1,23,0,2,1397,4,4,4,4,5,3,4,4,4,4,4,3,4,3,11,5.0,1
0,1,40,1,1,484,3,5,5,5,4,1,2,3,3,3,3,4,3,4,43,23.0,0
1,1,23,1,2,2446,5,2,3,3,5,5,3,5,1,5,4,2,1,5,0,0.0,1
0,1,40,0,2,2524,3,1,2,4,4,2,4,4,4,3,3,1,3,4,20,7.0,0
0,0,39,1,2,1633,1,1,1,2,5,1,2,5,4,1,2,1,3,5,1,0.0,0
1,1,36,0,2,1687,2,2,2,2,4,4,4,1,1,2,1,4,1,5,27,14.0,1
1,1,41,1,1,973,2,2,2,2,5,4,5,4,4,4,4,4,4,5,0,0.0,1
1,1,55,1,1,1429,5,5,5,5,5,4,5,5,5,5,5,5,5,5,0,0.0,1
1,1,78,1,3,705,4,2,2,2,1,3,5,4,4,4,4,4,4,3,0,0.0,1
1,1,28,1,1,1580,1,1,1,1,5,5,5,5,2,4,5,3,5,5,0,0.0,1
1,1,27,1,1,4886,1,5,1,1,4,4,4,4,4,1,3,4,1,4,0,0.0,1
0,1,52,1,1,770,1,1,1,1,4,4,5,4,4,4,4,4,4,3,0,0.0,1
1,1,34,0,2,2163,3,3,3,3,3,3,5,4,4,4,4,4,4,4,0,0.0,1
0,1,48,1,2,1760,2,1,1,1,2,2,2,2,4,3,3,3,4,2,0,11.0,0
1,1,50,1,2,215,2,4,3,3,2,3,3,2,2,2,2,3,2,1,84,106.0,0
1,1,54,1,1,3740,2,2,2,2,4,3,3,2,2,2,2,4,2,4,1,0.0,0
0,1,33,0,1,1632,2,4,2,4,1,2,1,1,4,2,5,3,4,1,0,0.0,0
0,1,41,1,1,2180,1,1,1,1,5,5,5,2,2,2,2,5,2,4,1,1.0,1
1,1,34,1,1,2415,3,4,3,3,5,4,5,4,4,4,4,5,4,4,0,2.0,1
1,1,43,1,1,2631,1,1,1,1,2,4,4,4,4,4,4,3,4,4,5,1.0,1
0,1,32,1,1,3673,3,5,5,5,3,2,3,3,3,3,3,1,4,3,0,0.0,0
1,0,22,1,1,1185,4,0,4,3,5,4,2,5,4,5,4,5,4,5,2,2.0,1
0,1,43,1,1,2425,4,4,4,4,5,5,5,3,3,4,5,5,3,5,0,20.0,1
1,1,42,1,2,1024,4,2,2,2,3,2,2,5,5,4,5,2,5,1,0,0.0,0
1,1,27,1,1,1484,3,1,1,1,3,3,3,3,4,5,4,4,3,3,0,0.0,0
1,1,61,0,1,2585,2,2,2,2,5,4,4,4,4,4,4,4,4,4,0,0.0,1
0,1,27,1,1,5472,3,3,3,3,2,2,2,4,4,3,5,2,4,2,42,13.0,1
1,0,24,1,1,2420,4,0,4,2,5,4,5,5,3,4,4,5,5,5,0,0.0,1
0,1,23,1,1,4702,3,4,4,4,3,3,3,2,3,3,3,3,1,3,200,204.0,0
0,1,59,1,1,3927,2,2,2,2,5,5,4,3,3,3,3,5,3,4,0,0.0,1
1,1,48,0,3,469,3,3,3,3,5,5,5,4,4,5,4,3,4,4,0,0.0,1
0,1,43,1,1,439,1,1,1,1,4,4,5,4,4,5,4,4,4,3,0,0.0,1
1,0,23,1,2,2271,3,3,3,3,4,3,4,4,3,4,4,5,5,4,8,2.0,0
1,1,48,0,1,1040,1,1,1,1,4,5,5,4,4,4,5,4,4,3,13,13.0,1
0,1,34,1,1,2733,2,5,5,5,5,4,4,2,2,2,2,2,2,3,0,11.0,0
1,0,25,1,1,1714,3,0,3,5,5,3,5,5,3,3,5,5,4,5,47,51.0,0
0,1,57,1,1,1987,2,2,2,2,4,5,4,4,4,4,4,5,4,5,0,0.0,1
0,1,42,1,1,1008,3,3,3,3,4,4,5,5,5,5,5,5,5,5,0,0.0,1
0,1,54,1,3,2325,4,3,3,3,4,4,4,4,4,5,4,3,4,4,25,17.0,0
1,1,46,1,1,3031,4,4,3,4,4,4,5,3,3,3,3,3,3,5,0,0.0,1
0,0,25,1,2,1751,1,3,1,4,3,1,3,3,2,1,3,4,5,3,34,25.0,0
0,1,52,1,1,2605,3,2,2,2,3,3,2,3,3,3,3,2,3,1,98,103.0,0
0,1,42,1,1,1762,1,0,0,1,2,2,2,4,4,0,4,2,4,4,7,0.0,0
1,1,47,1,1,3269,4,4,4,4,4,5,4,4,4,4,4,5,4,5,0,0.0,1
1,0,43,1,2,1199,1,0,1,1,5,1,5,5,3,4,5,1,4,5,0,0.0,0
0,0,37,1,1,1948,1,1,1,4,2,1,2,2,5,3,4,4,5,2,0,0.0,0
1,1,15,1,1,3689,3,3,3,3,3,2,3,3,4,5,2,2,3,3,7,0.0,0
1,0,27,1,2,2501,2,5,2,1,1,2,1,1,4,2,4,3,4,1,0,0.0,0
0,0,43,1,2,1488,1,3,1,4,2,1,2,2,3,4,4,4,3,2,8,10.0,0
1,0,29,1,2,1796,1,1,1,3,4,1,4,4,1,3,3,3,4,4,0,0.0,0
0,1,33,0,3,1796,4,4,0,1,4,0,4,4,3,2,4,4,5,4,0,0.0,1
1,1,65,0,2,1215,4,4,4,1,1,3,1,1,1,4,1,3,1,4,59,63.0,0
1,1,37,1,1,2471,5,5,5,5,2,5,4,4,4,4,4,4,4,3,0,0.0,1
1,0,38,1,2,1783,4,0,4,4,1,4,1,1,4,2,3,1,4,1,17,7.0,1
1,1,30,0,2,2190,4,4,5,3,5,5,5,5,3,4,5,4,4,5,0,1.0,1
1,1,27,0,2,1739,5,1,1,1,5,5,3,5,1,3,2,1,1,5,0,18.0,1
1,0,33,1,2,1667,4,3,4,3,3,4,3,3,2,5,2,5,5,3,23,17.0,0
1,1,40,1,2,1941,5,5,5,5,5,4,5,5,2,5,3,4,1,5,3,0.0,1
0,1,25,1,1,3561,1,4,4,4,1,1,1,1,3,4,4,4,3,1,0,0.0,0
0,1,69,0,3,2394,1,5,1,2,3,1,3,3,4,5,5,4,4,3,9,18.0,0
1,1,48,1,1,1825,2,2,2,2,4,4,3,5,5,4,4,2,5,5,16,8.0,1
0,0,37,1,2,2154,3,2,2,1,4,2,4,4,4,4,3,2,5,4,0,4.0,0
0,0,73,1,1,1780,2,2,2,4,1,2,1,1,3,3,4,2,4,1,0,0.0,0
0,1,33,1,2,2892,2,1,4,4,2,2,2,2,2,2,3,3,3,2,12,0.0,0
0,1,33,1,3,1929,2,5,5,5,2,2,2,2,2,1,3,4,4,2,3,3.0,0
0,1,55,0,3,2138,3,1,3,1,4,3,3,4,4,4,1,1,2,4,2,0.0,0
0,1,43,1,1,296,4,4,4,4,3,1,4,5,5,5,5,5,5,1,0,3.0,1
1,1,44,1,1,2216,5,5,5,5,2,5,4,5,5,5,5,4,5,3,47,35.0,1
1,1,59,0,2,817,3,3,3,3,2,4,1,4,4,4,5,5,4,4,0,0.0,1
1,1,42,1,1,4278,3,3,3,3,4,4,4,4,4,3,5,4,4,4,149,134.0,1
1,0,26,1,1,2494,5,5,5,4,3,5,5,3,3,5,5,3,5,3,1,0.0,1
1,1,52,1,1,608,3,2,2,2,2,4,4,3,3,3,3,2,3,4,0,0.0,0
0,1,60,0,2,1791,3,4,3,4,5,3,5,5,3,2,3,2,3,5,0,16.0,0
1,1,45,1,2,2453,2,4,1,1,3,2,3,2,2,2,2,1,2,3,0,0.0,0
0,0,24,1,2,2047,1,1,1,4,5,1,2,5,3,3,3,4,4,5,0,0.0,0
0,1,66,1,3,1540,3,5,5,5,3,3,3,3,4,4,4,3,3,3,0,0.0,0
1,1,51,1,1,1978,3,3,3,3,2,4,4,4,4,5,4,4,4,4,0,0.0,1
0,1,42,1,1,500,1,1,1,1,3,5,4,3,3,3,3,5,3,4,0,0.0,1
0,0,28,1,2,1691,4,3,4,4,3,4,3,3,4,5,4,3,3,3,0,0.0,0
1,1,40,1,2,2060,5,5,5,5,5,4,5,5,4,4,3,3,4,5,0,7.0,0
0,1,49,1,1,114,1,3,3,3,2,3,4,4,4,4,1,4,4,3,0,0.0,0
0,0,23,1,2,1817,3,4,3,3,2,3,2,2,5,1,1,4,4,2,0,0.0,0
1,1,44,0,3,388,1,1,1,1,3,4,4,4,4,4,4,5,4,4,71,68.0,1
1,1,20,0,2,2145,1,1,1,1,1,5,1,5,5,5,5,5,5,5,0,0.0,1
1,1,52,0,2,868,4,4,5,4,5,5,4,5,5,5,5,5,5,3,0,0.0,1
0,0,20,1,1,1096,5,4,5,4,4,5,4,4,4,5,5,4,5,4,0,0.0,1
0,1,37,1,3,2140,1,2,2,2,1,1,1,1,4,5,2,4,2,1,11,4.0,0
1,0,23,1,1,1677,4,0,4,3,4,4,3,4,4,4,4,3,4,4,0,0.0,1
0,0,29,1,1,1710,1,1,1,3,5,1,5,5,5,3,4,5,4,5,3,36.0,0
0,0,22,1,2,1321,5,5,5,4,3,5,3,3,2,4,4,4,1,3,0,0.0,1
1,1,15,0,2,2175,2,2,2,2,2,5,4,3,3,4,3,4,3,5,25,14.0,1
1,0,38,1,1,1723,3,3,3,2,2,3,2,2,5,3,5,5,5,2,0,40.0,0
1,0,30,1,2,1693,3,3,3,4,4,3,4,4,4,4,4,3,4,4,23,47.0,0
1,1,30,0,2,3036,4,4,4,5,2,4,2,2,4,4,3,5,4,2,3,4.0,0
1,1,15,1,1,4773,1,3,3,3,1,1,1,1,3,1,3,4,4,1,8,9.0,0
0,1,58,1,1,809,1,1,1,1,4,4,4,1,1,1,1,2,1,1,15,31.0,0
0,1,13,0,2,2864,1,3,1,5,5,1,5,5,3,3,1,1,1,5,0,0.0,0
1,1,30,1,1,4669,3,2,2,2,3,2,3,3,3,2,4,1,3,3,8,20.0,0
1,1,58,1,1,2235,3,3,3,3,2,5,5,2,2,2,2,3,2,5,0,0.0,1
1,0,49,1,2,2828,1,1,1,3,4,1,4,4,1,2,1,1,1,4,1,0.0,0
1,1,29,1,2,2532,4,5,5,5,4,4,4,4,3,3,4,2,4,4,0,0.0,0
